iso,Country Name,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
ROU,Romania,1,1,1,1,1,1,1,1,0.995626816,0.98905572,0.992670125,0.998109442,1,1,0.996623539,0.999438761,1,0.996047494,0.99526282,0.997624407,1,0.998407025,0.99987504,1,1,1,1,1,1,1,1,0.977435384,0.964365028,0.94112091,0.927707344,0.913131459,0.913870165,0.902277594,0.87784736,0.852787846,0.828333599,0.817095797,0.820316986,0.782985398,0.770130312,0.877487618,0.877485184,0.804637858,0.76883898,0.814698465,0.800206994,0.784267778,0.784910733,0.755914725,0.76367594,0.689058873,0.713348013,0.701177451,0.684607021,0.67636373,0.544404664,0.717837536,0.558514401,0.608930186,0.702456316,0.5951757,0.532203473,0.576942319,0.554534816,0.553403471,0.551706353,0.537169414,0.488069156,0.510022725,0.467888742,0.473367022,0.459531119,0.5763596,0.466896552,0.687149127,0.499995455,0.475372057,0.494262955,0.48142984,0.651238322,0.441310242,0.397287326,0.53055747,0.486017275,0.497903048,0.35163492,0.368777925,0.364418624,0.365207153,0.470868,0.504170119,0.537472238,0.570774357,0.604076475,0.637378594,0.670680713,0.623479445,0.558514922,0.510024916,0.510023041,0.504724052,0.449380551,0.45081774,0.469378634,0.436625573,0.44604342,0.435691397,0.497382163,0.493224711,0.487553605,0.443197956,0.426471552,0.40462291,0.418322543,0.409875564,0.427843088,0.409873843,0.458068691,0.381748737,0.5534052,0.772707,0.7849101,0.657486277,0.121103631,0.222474751,0.323845871,0.203607872,0.209326518,0.165029382,0.159269366,0.096242424,0.1415003,0.09482304,0.1161747,0.086025458,0.06779329,0.054437981,0.049748408,0.03843619,0.025667037,0.01733064,0.01300872,0.00941146,0.007195375,0.003703148,0.002372287,0.001718565,0.00152499,0.001377853,0.001188757,0.001018856,0.001028572,0.001097864,0.00108199,0.001139631,0.001300285,0.001394233,0.001904715,0.002206967,0.002228393,0.002646814,0.003138238,0.003046826,0.003041245,0.003071398,0.003122405,0.00481239,0.005798593,0.009214134,0.01188143,0.006742985,0.004883629,0.004221491,0.001772922,0.001440868,0.001870054,0.001277837,0.001964793,0.000796086,0,0,0,0,0,0,0,0,0,0,0.01497192,0.01167296,0,0,0
RUS,Russia,0.982854802,0.972741245,0.96229361,0.95025047,0.939224181,0.932548816,0.928868844,0.916901761,0.904739798,0.89876855,0.902053012,0.906995794,0.90871377,0.908403699,0.905228273,0.907785326,0.908295096,0.901045636,0.900335803,0.902472144,0.904621156,0.895367381,0.89668389,0.896795955,0.894470786,0.884135112,0.87750493,0.87014847,0.867127659,0.864886986,0.851961993,0.827235138,0.816173273,0.796501025,0.785148691,0.772812649,0.773437839,0.763626673,0.74295057,0.7217419,0.70104548,0.691534566,0.694260763,0.680544369,0.669512229,0.695901986,0.691134562,0.661014352,0.643061502,0.655652572,0.648402033,0.63782403,0.628307887,0.609288233,0.600752917,0.577837499,0.571166718,0.558901618,0.544918261,0.533301242,0.494945747,0.520252511,0.478360375,0.479740029,0.491032186,0.462280424,0.484391104,0.397773947,0.419029597,0.459286948,0.461680526,0.51179056,0.462601947,0.395648651,0.330748132,0.371661347,0.324595308,0.33450471,0.323274871,0.296594457,0.308522952,0.298692477,0.263078354,0.296650347,0.254158122,0.309763662,0.332784989,0.353501572,0.313511392,0.29813629,0.27132254,0.308007951,0.276000929,0.257241449,0.278331241,0.26829318,0.320952028,0.383324588,0.627783139,0.696916704,0.695515836,0.733745882,0.669412145,0.604287674,0.489990163,0.384660371,0.3341024,0.318289313,0.298946854,0.296126652,0.273648185,0.26552567,0.267163147,0.248035152,0.21118462,0.163206078,0.14048002,0.11647969,0.113449177,0.100867916,0.106696858,0.107358639,0.10802042,0.108682202,0.109344,0.1100058,0.1106675,0.082447499,0.056928356,0.041594137,0.030122036,0.028712889,0.022477677,0.018508942,0.014721314,0.010129718,0.006469754,0.005137619,0.003089567,0.002312962,0.000748128,0.000484859,0.000303065,0.00022446,0.000139259,8.77E-05,4.81E-05,2.57E-05,1.21E-05,5.56E-06,0,0,0,0,0,0,0,0,0,0,0,3.57E-07,7.10E-07,0,7.00E-07,3.47E-07,6.90E-07,0,0,4.07E-06,0,0.000593396,0.1048574,0.2257429,0.2111796,0.2248068,0.1887537,0.1392337,0.1723063,0.2344219,0.1822313,0.1178221,0.07785291,0.09737117,0.08339178,0.067621,0.0471289,0.05123855,0.03476018,0.02175231,0.02439818,0.02074254,0.02039886,0.01782464,0.01677707,0.01739918,0.01842158,0.01832581,0.01785017
RWA,Rwanda,0.921239809,0.854593897,0.8842393,0.88068828,0.877137268,0.873586255,0.870035241,0.868107989,0.866180737,0.86425348,0.884273978,0.904294472,0.90671489,0.909135309,0.911555727,0.913976146,0.916396565,0.918816983,0.921237402,0.92365782,0.926078239,0.933893686,0.94170913,0.949524581,0.959736464,0.969948348,0.98016023,0.990372114,0.981300529,0.972228943,0.963157357,0.907410453,0.888677713,0.858483703,0.870894195,0.83884381,0.92706544,0.860615689,0.91457573,0.902665351,0.88867454,0.912118427,1,1,0.894327251,1,1,0.999552939,0.995087863,1,0.984463948,0.983336274,0.819096968,0.887874393,0.908065803,0.85730683,0.800235612,0.828611674,0.839236519,0.784647958,0.704076312,0.733331621,0.761250436,0.894043287,0.936838013,1,1,0.968698905,0.89934907,0.903911996,0.898043333,0.873575905,0.88833515,0.893786285,0.910220423,0.827372185,0.801769202,0.842354,0.733705989,0.812518652,1,1,0.968305138,0.784577756,0.787092243,0.748381128,0.703665136,0.718454912,0.869046991,0.843138512,0.99582601,0.997258382,0.998621985,1,1,1,1,1,1,1,1,1,1,1,1,0.988963793,0.979412286,0.97300075,0.944815272,0.957158139,0.974084149,0.990638229,1,1,1,1,1,0.984449493,1,1,1,0.999072241,0.984488497,1,1,1,1,1,1,1,0.954756048,0.948974256,0.946074951,0.942147275,0.936111322,0.933358043,0.9295506,0.9261765,0.923856,0.917698547,0.915188,0.922458963,0.906188135,0.925906,0.944673367,0.9398469,0.9351072,0.8855564,0.8811669,0.8664001,0.848554,0.8516933,0.8577204,0.878545,0.8903455,0.8375258,0.801094,0.8000107,0.7956358,0.8046775,0.7782539,0.7838592,0.830733,0.7873212,0.8407871,0.7986402,0.7897098,0.7461386,0.6306749,0.6176007,0.5171466,0.5073595,0.5334613,0.5669663,0.5856289,0.720272,0.6670788,0.6884084,0.7010755,0.7117222,0.6654987,0.6541815,0.5280233,0.6686997,0.6204259,0.540509,0.52435102,0.5283668,0.53223354,0.5258858,0.5133468,0.482133133,0.447531633,0.4295226,0.4177177,0.4067165,0.3818235,0.3903979,0.370708
SEN,Senegal,0.921239809,0.854593897,0.8842393,0.88068828,0.877137268,0.873586255,0.870035241,0.868107989,0.866180737,0.86425348,0.884273978,0.904294472,0.90671489,0.909135309,0.911555727,0.913976146,0.916396565,0.918816983,0.921237402,0.92365782,0.926078239,0.933893686,0.94170913,0.949524581,0.959736464,0.969948348,0.98016023,0.990372114,0.981300529,0.972228943,0.963157357,0.907410453,0.888677713,0.858483703,0.870894195,0.83884381,0.92706544,0.860615689,0.91457573,0.902665351,0.88867454,0.912118427,1,1,0.894327251,1,1,0.993302107,0.988864953,0.993746372,0.968552721,0.967443273,0.805858455,0.873524277,0.893389347,0.843450757,0.787301943,0.815219382,0.825672505,0.771966222,0.692696801,0.721479276,0.748946858,0.879593468,0.921696531,0.983837674,0.921054164,0.860910958,0.799277738,0.803332944,0.798117291,0.776372375,0.789489346,0.794333929,0.808939426,0.735309782,0.712555664,0.74862456,0.652065902,0.722109014,0.888729154,0.856799764,0.774619128,0.627641963,0.629653488,0.598685594,0.562913955,0.574745393,0.695215172,0.674489057,0.79663512,0.797780977,0.798871824,0.7999742,0.798376362,0.796888694,0.795459045,0.79410377,0.792839442,0.787052489,0.781355765,0.775764293,0.770229277,0.764767113,0.759393598,0.73932126,0.732180825,0.727387742,0.706317079,0.715544256,0.72819766,0.740573021,0.747571615,0.712713131,0.676203785,0.638708654,0.603990754,0.578117528,0.587249557,0.566250007,0.542506956,0.514920271,0.507403832,0.515398436,0.5061258,0.4885464,0.4664886,0.461590943,0.459868316,0.45482153,0.425960814,0.470389382,0.517489115,0.567041815,0.618660621,0.602465551,0.5862775,0.5698036,0.5530686,0.536405843,0.525107,0.509417563,0.49783965,0.4843615,0.477854786,0.4663929,0.4586181,0.4664977,0.4079921,0.4310684,0.4307666,0.3955056,0.413346,0.4534422,0.4911483,0.5301918,0.4767578,0.5188401,0.5135573,0.501165,0.4880367,0.4777517,0.4948817,0.5374622,0.563463,0.5889415,0.5810916,0.5801479,0.5955053,0.5987886,0.6150512,0.6061783,0.5455063,0.4985691,0.511888,0.5729953,0.600687,0.6248211,0.4938651,0.4583084,0.4260279,0.3895544,0.3644298,0.3069154,0.2493278,0.239813,0.207110267,0.2379104,0.2865059,0.2885835,0.292160217,0.2965111,0.2948184,0.2930881,0.2967486,0.2889217,0.2768253,0.2367979,0.2122211
SYC,Seychelles,0.921239809,0.854593897,0.8842393,0.88068828,0.877137268,0.873586255,0.870035241,0.868107989,0.866180737,0.86425348,0.884273978,0.904294472,0.90671489,0.909135309,0.911555727,0.913976146,0.916396565,0.918816983,0.921237402,0.92365782,0.926078239,0.933893686,0.94170913,0.949524581,0.959736464,0.969948348,0.98016023,0.990372114,0.981300529,0.972228943,0.963157357,0.907410453,0.888677713,0.858483703,0.870894195,0.83884381,0.92706544,0.860615689,0.91457573,0.902665351,0.88867454,0.912118427,1,1,0.894327251,1,1,0.999552939,0.995087863,1,0.984463948,0.983336274,0.819096968,0.887874393,0.908065803,0.85730683,0.800235612,0.828611674,0.839236519,0.784647958,0.704076312,0.733331621,0.761250436,0.894043287,0.936838013,1,1,0.968698905,0.89934907,0.903911996,0.898043333,0.873575905,0.88833515,0.893786285,0.910220423,0.827372185,0.801769202,0.842354,0.733705989,0.812518652,1,0.987440111,0.892729002,0.723341527,0.725659758,0.689970042,0.64874413,0.662379565,0.801217945,0.777331621,0.91810187,0.919422448,0.920679621,0.921950082,0.920108614,0.918394114,0.91674648,0.915184559,0.913727453,0.907058136,0.900492806,0.894048775,0.887669809,0.881374803,0.875181962,0.852049099,0.843819928,0.838296021,0.814012613,0.824646702,0.839229431,0.853491722,0.861557425,0.821383901,0.779307801,0.736095609,0.696084106,0.666265865,0.676790297,0.652588847,0.625225579,0.59343262,0.584770114,0.593983694,0.5832972,0.5630374,0.5376163,0.531971916,0.529986631,0.524170338,0.490909091,0.468181818,0.460606061,0.454411765,0.435714286,0.4375,0.4421053,0.4342105,0.4307692,0.42125,0.4,0.436046512,0.411363636,0.3844444,0.379787234,0.3885417,0.3887755,0.398,0.3745098,0.3849057,0.3666667,0.3285714,0.2868421,0.2948276,0.3,0.3433333,0.1885246,0.308871,0.3298387,0.03333333,0.00390625,0.009230769,0.01538462,0.0969697,0.0719697,0.06813488,0.0687683,0.0668326,0.06410673,0.05082401,0.03369833,0.0347842,0.02929308,0.02741952,0.03291521,0.03362354,0.04094642,0.02547775,0.01759181,0.01364884,0.01940055,0.01561438,0.01513209,0.01299786,0.007333169,0.004795903,0.005811731,0.007430731,0.009067106,0.0102713,0.013894935,0.015457415,0.014044631,0.01836665,0.01432247,0.0157646,0.01432247,0.0157646,0.0157646
SLE,Sierra Leone,0.921239809,0.854593897,0.8842393,0.88068828,0.877137268,0.873586255,0.870035241,0.868107989,0.866180737,0.86425348,0.884273978,0.904294472,0.90671489,0.909135309,0.911555727,0.913976146,0.916396565,0.918816983,0.921237402,0.92365782,0.926078239,0.933893686,0.94170913,0.949524581,0.959736464,0.969948348,0.98016023,0.990372114,0.981300529,0.972228943,0.963157357,0.907410453,0.888677713,0.858483703,0.870894195,0.83884381,0.92706544,0.860615689,0.91457573,0.902665351,0.88867454,0.912118427,1,1,0.894327251,1,1,0.999552939,0.995087863,1,0.984463948,0.983336274,0.819096968,0.887874393,0.908065803,0.85730683,0.800235612,0.828611674,0.839236519,0.784647958,0.704076312,0.733331621,0.761250436,0.894043287,0.936838013,1,1,0.968698905,0.89934907,0.903911996,0.898043333,0.873575905,0.88833515,0.893786285,0.910220423,0.827372185,0.801769202,0.842354,0.733705989,0.812518652,1,1,0.968305138,0.784577756,0.787092243,0.748381128,0.703665136,0.718454912,0.869046991,0.843138512,0.99582601,0.997258382,0.998621985,1,1,1,1,1,1,1,1,1,1,1,1,0.988963793,0.979412286,0.97300075,0.944815272,0.957158139,0.974084149,0.990638229,1,1,1,1,1,0.984449493,1,1,0.982331697,0.932379756,0.918769541,0.933245583,0.9164554,0.8846239,0.8446832,0.835814932,0.832695725,0.823557377,0.771298515,0.760141844,0.755716286,0.749171271,0.737851953,0.732019704,0.7254417,0.718946,0.7148411,0.702921253,0.6977045,0.683223684,0.658792545,0.7125749,0.647699567,0.5558095,0.6328566,0.5806724,0.6162907,0.5169155,0.5163858,0.4411785,0.5345953,0.493265,0.696419,0.5178548,0.5662079,0.4795902,0.4235349,0.4847906,0.5069415,0.5222222,0.5333669,0.6647067,0.7280569,0.5916689,0.3972684,0.6327786,0.64406,0.659654,0.8025964,0.7859223,0.7693879,0.6994838,0.6172544,0.7407811,0.6266186,0.6726982,0.7326949,0.7677997,0.6966299,0.5210331,0.3343306,0.7169302,0.7048163,0.6871239,0.680212063,0.6572364,0.638841975,0.6213659,0.624471113,0.5755887,0.5519059,0.40787,0.5199847,0.5272966,0.4861968,0.6207416,0.6139587
SVK,Slovakia,0.89536006,0.892297273,0.88923448,0.8861717,0.88310891,0.880046122,0.876983334,0.873920547,0.870857759,0.86779497,0.864732184,0.861669396,0.85860661,0.855543821,0.852481033,0.849418246,0.846355458,0.84329267,0.840229883,0.837167095,0.834104307,0.83104152,0.82797873,0.824915944,0.821853157,0.818790369,0.81572758,0.812664794,0.809602006,0.806539218,0.803476431,0.802714729,0.801953027,0.801191325,0.800429623,0.799667922,0.79890622,0.798144518,0.79738282,0.796621114,0.795859412,0.795097711,0.794336009,0.793574307,0.792812605,0.792050903,0.791289201,0.7905275,0.789765798,0.789004096,0.788242394,0.782301898,0.776361402,0.770420906,0.76448041,0.758539914,0.752599418,0.746658923,0.740718427,0.734777931,0.728837435,0.722896939,0.716956443,0.711015947,0.705075451,0.699134955,0.693194459,0.687253963,0.681313467,0.675372971,0.669432475,0.662641987,0.655851498,0.64906101,0.642270521,0.635480033,0.628689544,0.62189906,0.615108567,0.608318079,0.60152759,0.594094456,0.586661321,0.579228187,0.571795053,0.564361918,0.556928784,0.549495649,0.542062515,0.534629381,0.52719625,0.519950636,0.512705026,0.505459416,0.512456581,0.519453745,0.52645091,0.533448074,0.540445238,0.547442403,0.554439567,0.51936471,0.539290743,0.507391915,0.466283735,0.420361623,0.4276248,0.399505197,0.36673831,0.359506654,0.373135429,0.388058863,0.406238104,0.42587551,0.443532727,0.447282033,0.40855217,0.357556592,0.35145917,0.345361749,0.339264327,0.333166906,0.327069484,0.320972063,0.3148746,0.3087772,0.3026798,0.296582377,0.290484956,0.263426117,0.23024834,0.212630023,0.189878443,0.1806283,0.155162524,0.118052388,0.09170518,0.06728018,0.04312821,0.002078054,0.00102654,0.000656012,0.000578239,0.000525455,0.000439205,0.002951945,0.000215468,0.000191355,0.00016771,0.000435462,0.000928382,0.000625412,0.00033747,0.000172525,0.000106792,3.17E-05,8.37E-05,1.04E-05,1.03E-05,2.03E-05,4.03E-05,0.00047866,9.90E-05,9.84E-06,9.78E-06,9.72E-06,0,0,0,0,0,0.00034078,0.000669432,0.00039444,0.001440599,0.005399105,0.0309909,0.03852797,0.03063532,0.02232746,0.01646967,0.01191121,0.008259017,0.005209844,0.007561429,0.002018575,0.000422089,6.41E-05,0.001127864,0.000401837,0.009924715,0.007458231,0.009889914,0.01216875,0.01740123,0.01219236,0.01219236,0.01219236,0.01219236
SVN,Slovenia,0.867905076,0.858974349,0.84974862,0.83911398,0.829377271,0.823482623,0.820233043,0.809665569,0.798926007,0.79365313,0.796553454,0.800918154,0.8024352,0.802161397,0.799357353,0.801615346,0.802065496,0.795663896,0.795037081,0.796923567,0.798821241,0.790649741,0.79181228,0.791911236,0.789858007,0.780731142,0.77487639,0.768380306,0.765712794,0.763734178,0.752320827,0.7304859,0.720717775,0.703346294,0.693321671,0.682428391,0.682980462,0.674316759,0.65605883,0.637330618,0.619054747,0.610656181,0.613063535,0.600951342,0.591209465,0.61451281,0.61030296,0.583705457,0.567852282,0.578970763,0.572568211,0.558639806,0.544711401,0.530782996,0.516854591,0.502926187,0.488997782,0.475069377,0.461140972,0.447212567,0.433284162,0.419355758,0.405427353,0.391498948,0.377570543,0.363642138,0.349713733,0.335785329,0.321856924,0.307928519,0.294000114,0.294366428,0.294732741,0.295099055,0.295465369,0.295831682,0.296197996,0.29656431,0.296930623,0.297296937,0.297663251,0.294229892,0.290796533,0.287363173,0.283929814,0.280496455,0.277063096,0.273629737,0.270196378,0.266763019,0.26332966,0.267191512,0.271053364,0.274915216,0.280378707,0.285842198,0.291305689,0.29676918,0.302232671,0.307696162,0.313159653,0.31232766,0.309689207,0.297520754,0.278186337,0.268259347,0.251304264,0.26706459,0.244055475,0.234156988,0.241582011,0.253124296,0.292759018,0.28033599,0.265561645,0.272206098,0.223726377,0.217414919,0.18938214,0.170869583,0.168602503,0.166335424,0.164068345,0.161801265,0.1595342,0.1572671,0.155,0.152732948,0.099153609,0.075840662,0.089134877,0.085340526,0.112161074,0.102723632,0.076759443,0.063249835,0.0677377,0.05013046,0.04166667,0.040337852,0.03084082,0.020377439,0.01470836,0.007617555,0,0.007469136,0,0,0.002834741,0,0.007696897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210971,0.00015674,0.000232919,0,0,0,0.005047715,0,0,0.000532564,0.000514785,0.000475483,0.000435761,0.000410384,0.000388818,0.000408461,0.0004394,0.000485633,0.0005303,0,0,0.002382335,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,South Africa,0.85916129,0.797006369,0.82465409,0.82134236,0.818030637,0.814718911,0.811407186,0.809609803,0.80781242,0.80601504,0.824686433,0.843357829,0.84561515,0.847872463,0.850129779,0.852387096,0.854644412,0.856901729,0.859159046,0.861416362,0.863673679,0.870962476,0.87825127,0.88554007,0.895063817,0.904587564,0.91411131,0.923635057,0.915174768,0.906714479,0.89825419,0.846263838,0.828793419,0.800634058,0.812208259,0.782317616,0.864594356,0.802622378,0.85294627,0.841838488,0.82879046,0.850654561,0.93261416,0.918799335,0.815986815,0.912402942,0.902837454,0.852171291,0.848364579,0.852552434,0.830938359,0.829969593,0.648526703,0.725866381,0.749132547,0.695397842,0.635704918,0.66775686,0.680531386,0.624727438,0.542498523,0.575122514,0.605896426,0.743868573,0.788578339,0.853508541,0.789586012,0.728907626,0.667369329,0.672850242,0.668927557,0.648427344,0.662898452,0.669061662,0.684864035,0.613245586,0.592294267,0.62921274,0.536006129,0.606067483,0.769726447,0.739664853,0.661068629,0.520437524,0.523973694,0.495806731,0.463133309,0.476122566,0.592582839,0.574219233,0.69150991,0.693638108,0.695766302,0.697894497,0.700022691,0.702150886,0.70427908,0.706407275,0.708535469,0.706255839,0.703976208,0.701696578,0.699416948,0.697137317,0.694857687,0.678026564,0.673846429,0.671943231,0.653857851,0.665732178,0.681057568,0.696140546,0.705859034,0.673662603,0.639650841,0.604474596,0.57196148,0.547757699,0.558825429,0.539484401,0.517337513,0.491268632,0.485458547,0.49535308,0.487762,0.4717269,0.4511401,0.444280939,0.44089478,0.434399216,0.404740365,0.39807993,0.389684932,0.381296727,0.381027289,0.373546678,0.3683593,0.3615758,0.3635379,0.361917526,0.3838979,0.387913263,0.381913711,0.3718953,0.354542873,0.3536159,0.3234662,0.3204672,0.3027308,0.2857449,0.2401979,0.3289099,0.3224599,0.3316693,0.3063088,0.4029227,0.2818347,0.2801825,0.2747168,0.2674384,0.154651,0.1303805,0.1261063,0.1244618,0.1172895,0.1203494,0.1030754,0.1008234,0.06967251,0.1826589,0.2874558,0.3585814,0.2855797,0.2534301,0.264515,0.2833853,0.2973312,0.2931353,0.2835722,0.2762526,0.2767922,0.269709,0.291165,0.3006706,0.2718202,0.2306703,0.2061574,0.1810388,0.1840449,0.2040696,0.1769284,0.210060275,0.1942793,0.1855672,0.2057042,0.2042495,0.2048492,0.2135407,0.2129155
KOR,South Korea,0.982533262,0.982523631,0.982514,0.98250437,0.982494735,0.982485104,0.982475472,0.98246584,0.982456209,0.98244658,0.982436945,0.982427313,0.98241768,0.98240805,0.982398418,0.982388787,0.982379155,0.982369523,0.982359891,0.98235026,0.982340628,0.982330996,0.98232136,0.982311733,0.982302101,0.982292469,0.98228284,0.982273206,0.982263574,0.982253943,0.982244311,0.982234679,0.982225047,0.982215416,0.982205784,0.982196152,0.98218652,0.982176889,0.98216726,0.982157625,0.982147994,0.982138362,0.98212873,0.982119098,0.982109467,0.982099835,0.982090203,0.982080572,0.98207094,0.982061308,0.982051676,0.981112288,0.9801729,0.979233511,0.978294123,0.977354734,0.976415346,0.975475958,0.974536569,0.973597181,0.972657792,0.971718404,0.970779016,0.969839627,0.968900239,0.96796085,0.967021462,0.966082074,0.965142685,0.964203297,0.963263908,0.96232452,0.961385131,0.960445743,0.959506355,0.958566966,0.957627578,0.95668819,0.955748801,0.954809413,0.953870024,0.952930636,0.951991247,0.951051859,0.950112471,0.949173082,0.948233694,0.947294305,0.946354917,0.945415529,0.94447614,0.943536752,0.936869123,0.930191708,0.921042363,0.876404546,0.886171748,0.85258812,0.824766233,0.799303346,0.861559641,0.834642857,0.870792281,0.848040077,0.848955154,0.852137639,0.84068594,0.826658431,0.827129664,0.852588218,0.87632888,0.877542274,0.880461013,0.807063884,0.811210069,0.772737303,0.734260299,0.685164451,0.662655224,0.733395683,0.669493733,0.672218158,0.674942583,0.677667008,0.6803914,0.6831159,0.6858403,0.688564708,0.691289133,0.694013558,0.696737983,0.745246535,0.711388518,0.565026116,0.53014488,0.484994432,0.4803727,0.4808933,0.3841434,0.379418707,0.3714998,0.521863044,0.426559425,0.5336953,0.415621427,0.4219892,0.2821749,0.253435,0.1208136,0.06275044,0.05647933,0.06863881,0.03119833,0.06798198,0.07902975,0.08075735,0.06062744,0.0300623,0.01256247,0.008593542,0.01605157,0.006800868,0.007392056,0.001549737,0.001150819,0.001132186,0.000532586,0.000203018,0.000222455,0.000216731,0,0,0,0,0,0,0,0,1.08E-06,1.08E-06,0,0,0,0,0,0,0.002494423,0.002461007,0.004755379,0.004857188,0.004958997,0.004964279,0.004969561,0.004969561,0.004969561,0.004969561,0.004969561,0.004969561,0.004969561
SSD,South Sudan,0.921239809,0.854593897,0.8842393,0.88068828,0.877137268,0.873586255,0.870035241,0.868107989,0.866180737,0.86425348,0.884273978,0.904294472,0.90671489,0.909135309,0.911555727,0.913976146,0.916396565,0.918816983,0.921237402,0.92365782,0.926078239,0.933893686,0.94170913,0.949524581,0.959736464,0.969948348,0.98016023,0.990372114,0.981300529,0.972228943,0.963157357,0.907410453,0.888677713,0.858483703,0.870894195,0.83884381,0.92706544,0.860615689,0.91457573,0.902665351,0.88867454,0.912118427,1,1,0.894327251,1,1,0.999552939,0.995087863,1,0.984463948,0.983336274,0.819096968,0.887874393,0.908065803,0.85730683,0.800235612,0.828611674,0.839236519,0.784647958,0.704076312,0.733331621,0.761250436,0.894043287,0.936838013,1,1,0.968698905,0.89934907,0.903911996,0.898043333,0.873575905,0.88833515,0.893786285,0.910220423,0.827372185,0.801769202,0.842354,0.733705989,0.812518652,1,1,0.968305138,0.784577756,0.787092243,0.748381128,0.703665136,0.718454912,0.869046991,0.843138512,0.99582601,0.997258382,0.998621985,1,1,1,1,1,1,1,1,1,1,1,1,0.988963793,0.979412286,0.97300075,0.944815272,0.957158139,0.974084149,0.990638229,1,1,1,1,1,0.984449493,1,1,1,0.999072241,0.984488497,1,1,1,1,1,1,0.996500509,0.933267534,0.930263237,0.926976081,0.923872383,0.920429484,0.916917968,0.9030583,0.9110033,0.9086107,0.891314079,0.8931825,0.898000414,0.881516748,0.8630299,0.904119228,0.9038508,0.9158423,0.9227237,0.9218069,0.9096485,0.9243274,0.89934,0.9323902,0.9534766,0.934549,0.9223539,0.9064155,0.871325,0.8909149,0.9245259,0.9295296,0.9295168,0.9140527,0.9232105,0.9303247,0.943533,0.9385903,0.9097753,0.8380945,0.7908139,0.7760805,0.6205306,0.6628467,0.5881752,0.5110979,0.3937106,0.2687049,0.1350235,0.1297168,0.1266368,0.1165193,0.1055554,0.09658054,0.08569492,0.08286025,0.07280436,0.060753219,0.0479847,0.041908217,0.1109632,0.1041067,0.1109632,0.1069711,0.1058214,0.1140041,0.17354,0.2180157,0.2141933,0.2058011
