iso,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
GTM,260.839,259.254,256.118,252.832,249.38,245.752,241.948,237.98,232.087,226.389,220.996,215.773,210.731,205.675,200.702,195.705,191.656,186.628,180.872,176.256,170.754,165.664,160.589,155.498,150.482,145.665,160.028,136.069,131.237,126.968,122.932,117.478,134.875,108.621,104.26,99.972,95.767,91.891,87.764,83.956,80.818,76.765,73.506,70.374,67.164,64.293,61.49,58.918,56.925,54.248,52.114,50.049,48.044,46.122,44.314,43.886,40.931,39.329,37.828,36.236,34.897,33.432,31.982,30.661,29.442,28.462,27.279,26.336,25.532,24.485,23.652,22.902
GUF,156.915,154.519,149.722,145.068,140.507,135.912,131.383,126.854,122.223,117.487,112.339,106.697,100.556,94.098,87.394,80.913,74.895,69.653,65.369,62.093,59.879,58.522,57.783,57.319,56.886,56.221,55.145,53.711,51.805,49.479,46.865,44.064,41.306,38.767,36.479,34.528,32.884,31.415,30.049,28.748,27.522,26.369,25.265,24.241,23.265,22.343,21.421,20.511,19.605,18.697,18.181,16.919,16.07,15.269,14.529,13.855,13.25,12.711,12.232,11.814,11.452,11.163,10.935,10.757,10.621,10.512,10.408,10.298,10.174,10.027,9.854,9.664
GUM,49.359,49.204,49.033,48.663,48.126,47.005,45.872,44.59,43.174,41.708,40.224,38.88,38.654,36.558,35.476,35.789,36.443,34.996,34.22,33.694,33.745,33.608,33.612,33,32.417,31.242,30.882,28.178,26.259,24.388,23.786,23.196,22.583,21.968,21.409,20.821,20.221,19.627,18.958,18.312,17.44,16.767,16.338,15.739,15.3,14.781,14.542,13.892,13.376,12.605,12.208,11.714,11.577,10.766,10.462,10.257,10.802,10.885,10.859,11.061,13.44,13.491,13.459,13.373,13.401,13.597,13.676,13.561,13.438,13.305,13.162,13.012
GUY,152.78,145.626,138.867,132.092,125.594,119.07,112.762,106.806,101.254,96.193,91.745,87.93,84.712,81.978,79.806,77.996,76.594,75.459,74.623,73.994,73.595,73.31,73.1,72.881,72.626,72.313,71.935,71.491,70.988,70.419,69.821,69.157,68.487,67.803,67.12,66.339,65.425,64.381,63.211,61.896,60.425,58.877,57.374,55.725,54.173,52.721,51.342,50.046,48.768,47.539,46.348,45.196,44.143,43.146,42.193,42.299,40.516,39.703,39.187,38.112,37.366,36.616,35.791,34.931,34.032,33.082,32.105,31.126,30.206,29.283,28.388,27.539
HKG,94.718,92.929,89.226,85.317,81.205,76.898,72.397,67.789,63.004,58.401,53.866,49.288,45.901,41.825,39.065,36.313,34.586,31.936,29.859,27.679,25.532,23.806,22.527,19.977,18.64,17.565,16.749,15.835,15.081,14.302,13.473,12.664,11.938,11.236,10.526,9.935,9.387,8.851,8.348,7.894,7.396,7,6.564,6.18,5.825,5.506,5.212,5.212,4.661,4.402,4.146,3.91,3.696,3.876,3.35,3.214,3.1,3.001,2.912,2.821,2.736,2.646,2.557,2.467,2.38,2.296,2.216,2.142,2.075,2.017,1.965,1.923
HND,273.577,271.288,266.427,261.396,256.037,250.375,244.49,235.599,227.071,219.221,211.511,205.214,197.175,190.418,184.098,177.51,171.04,164.721,158.632,152.599,146.645,140.845,135.131,134.883,147.804,118.816,113.757,108.654,103.745,98.973,94.334,89.939,86.037,81.657,77.724,73.96,70.402,67.049,63.955,60.866,58.022,55.319,52.836,52.069,48.962,46.415,44.279,42.341,65.102,38.851,36.991,35.342,33.725,32.2,30.697,29.369,27.964,26.748,25.754,24.465,23.882,22.578,21.636,20.866,20.107,19.358,18.731,18.131,17.48,17.014,16.506,16.173
HRV,111.033,108.345,101.814,97.367,92.165,88.837,85.418,80.998,76.006,72.783,68.194,64.248,61.628,58.627,55.472,52.683,50.487,48.46,46.661,44.354,42.554,40.306,38.636,36.334,34.609,32.457,31.619,30.501,30.292,28.648,28.82,28.092,26.979,27.626,24.058,22.374,21.035,19.75,18.07,17.225,16.354,18.2,15.815,14.345,13.926,14.169,12.415,12.174,10.783,9.746,8.942,9.867,9.078,8.701,7.746,7.581,6.847,6.821,6.15,6.497,5.279,5.512,4.8,4.69,5.517,4.995,4.858,4.794,4.897,4.609,4.83,4.996
HTI,369.059,362.834,350.853,339.481,329.864,319.081,310.22,305.252,299.959,295.253,290.388,285.687,281.306,288.017,272.66,267.901,264.231,258.618,253.813,248.877,243.78,238.67,233.683,227.999,222.44,216.907,211.531,206.188,200.875,195.746,191.085,185.763,180.836,175.93,171.254,166.585,162.403,157.877,153.613,149.32,145.21,141.081,136.875,132.609,129.803,124.037,119.905,115.577,111.729,107.646,103.999,100.56,97.413,94.701,100.607,89.477,87.14,85.259,83.896,81.265,132.706,79.943,76.54,74.262,72.132,70.186,68.967,65.96,64.021,62.427,60.485,60.109
HUN,98.543,95.456,79.45,84.841,71.206,65.224,64.604,66.711,62.909,57.369,53.011,48.446,52.608,49.017,44.694,44.056,43.419,42.89,39.802,39.187,39.309,38.608,36.702,37.274,40.854,35.477,31.876,27.987,26.08,25.566,24.425,22.449,21.748,20.94,22.33,22.964,20.868,19.502,17.67,17.829,17.004,17.592,15.589,14.296,13.226,12.352,12.059,11.368,11.443,9.982,10.943,9.322,8.71,8.508,7.871,7.592,7.129,6.993,6.604,5.968,5.989,5.884,5.677,5.829,5.425,5.146,4.78,4.265,3.994,4.37,4.011,4.102
IDN,304.806,300.54,291.099,282.059,273.623,265.064,256.744,248.834,241.209,234.036,227.261,220.871,214.545,208.624,202.431,226.382,195.734,184.905,179.148,173.009,167.285,161.816,156.593,151.246,146.149,141.374,136.824,132.374,128.203,124.462,120.579,116.951,113.211,109.467,105.712,101.975,98.331,94.654,91.016,87.325,83.519,79.819,76.216,72.635,69.203,65.953,62.827,59.986,57.181,54.527,52.07,49.734,47.482,45.422,49.711,41.63,40.089,38.272,36.665,35.224,33.843,32.461,31.191,29.997,28.811,27.679,26.633,25.634,24.874,23.885,23.073,22.319
IMN,94.691,88.585,77.904,72.329,74.131,69.71,72.677,71.95,71.461,68.802,75.453,80.446,76.342,81.284,73.127,72.282,70.505,66.305,68.305,70.899,67.757,66.09,69.508,62.399,65.72,60.242,58.677,58.09,56.839,54.935,52.956,49.21,49.058,46.175,45.347,47.154,43.191,41.444,38.981,40.21,36.278,35.708,31.877,33.527,29.928,29.77,28.343,28.763,25.013,28.065,24.992,22.744,23.15,21.228,19.822,18.648,17.646,17.364,17.263,16.876,16.396,16.067,15.836,15.619,14.845,16.471,14.454,14.26,14.079,13.891,13.701,13.436
IND,283.693,281.906,277.415,273.787,267.593,263.062,258.802,254.838,250.758,246.347,242.541,239.495,236.141,232.915,230.063,241.014,237.985,235.191,219.278,216.352,213.5,210.569,208.112,204.414,199.035,194.536,189.584,184.611,179.059,173.432,168.056,162.89,158.129,153.708,149.553,145.598,141.657,137.733,133.796,129.875,126.149,122.611,119.201,115.972,112.64,109.321,105.896,102.348,98.802,95.207,91.493,87.98,84.346,80.924,77.701,74.295,71.009,67.758,64.5,61.276,58.073,54.937,51.9,49.072,46.155,43.477,40.939,38.56,36.315,34.365,32.644,31.186
IRL,53.211,54.275,49.826,46.177,44.66,42.447,41.358,38.398,39.486,36.883,33.721,34.423,33.263,30.325,30.494,28.314,27.908,27.051,23.876,24.012,22.762,21.415,21.246,21.086,20.722,20.349,18.079,18.28,17.656,15.611,13.768,12.529,12.823,12.057,11.037,10.536,10.441,9.349,10.402,9.755,9.79,8.928,7.622,7.27,6.953,7.535,7.398,7.396,7.112,7.309,7.057,7.442,6.415,6.253,5.466,4.718,4.678,4.265,4.717,4.185,4.31,4.009,3.9,4.229,3.946,3.982,3.54,3.199,3.12,3.035,2.956,2.88
IRN,332.652,329.694,323.083,317.231,311.239,303.431,297.689,291.477,283.459,276.611,269.933,263.107,258.93,249.974,243.489,236.998,230.234,223.206,217.823,208.074,199.803,190.97,182.69,172.561,163.69,155.294,146.221,137.09,132.36,118.243,109.525,101.632,93.733,87.349,81.821,76.91,72.599,68.746,64.664,61.161,62.388,55.076,52.573,50.566,48.244,46.306,44.395,42.762,40.587,38.566,36.504,34.667,32.423,32.916,28.458,26.619,24.893,23.324,21.887,20.522,19.502,18.504,17.673,16.92,16.218,15.56,14.989,14.385,13.949,13.494,13.093,12.637
IRQ,356.518,334.826,314.576,295.498,277.572,260.646,244.742,229.758,215.959,203.163,191.218,180.472,170.576,161.817,155.116,145.902,138.657,131.829,126.251,119.742,114.269,108.491,103.76,99.057,95.465,91.355,86.282,82.549,79.084,75.914,72.975,70.257,67.752,65.47,63.377,61.431,59.638,58.038,70.167,82.711,80.91,65.367,52.18,51.125,50.38,49.602,48.438,48.112,46.362,45.528,44.539,43.602,42.727,41.814,40.945,40.056,39.123,38.133,37.113,36.224,35.303,34.089,33.008,32.447,30.74,29.984,28.778,27.867,27.169,26.489,25.489,24.621
ISL,24.112,24.022,22.925,20.309,19.488,20.515,19.713,19.137,19.781,19.956,17.338,20.006,19.196,18.339,18.804,17.657,18.287,16.797,16.158,16.104,16.481,16.915,15.394,14.717,15.475,14.41,11.838,13.303,13.809,12.591,11.31,12.061,11.354,11.726,9.625,10.101,7.032,10.23,10.435,8.177,8.349,8.867,8.028,7.501,6.294,7.573,6.276,6.793,4.995,5.011,4.907,4.283,3.723,3.669,3.738,3.719,3.364,2.883,3.6,2.918,2.748,1.743,2.539,2.976,2.567,2.535,1.757,3.203,2.243,1.781,1.649,1.495
ISR,42.961,43.143,43.214,42.641,42.013,41.368,41.204,40.549,39.637,37.83,36.416,35.215,34.62,33.564,32.695,31.894,31.384,30.432,30.301,29.67,29.519,28.605,28.528,28.018,27.017,25.982,24.233,23.4,22.066,21.358,20.027,19.594,19.93,18.567,17.629,16.38,16.237,15.201,14.162,13.592,12.963,12.328,12.574,11.168,10.773,10.165,9.206,9.149,8.499,8.162,7.822,7.526,7.807,7.245,6.41,6.109,5.802,5.372,5.179,4.833,4.669,4.476,4.433,4.001,3.996,4.001,3.914,3.886,4.011,3.986,3.871,3.734
ITA,81.14,81.063,78.538,71.133,65.089,60.589,57.95,60.269,57.304,54.737,51.801,48.592,49.17,46.925,42.685,40.537,39.083,37.123,36.57,35.165,33.029,32.306,30.105,28.847,25.396,22.949,21.196,19.751,18.821,17.139,16.431,15.815,14.645,13.686,12.574,11.711,11.144,11.082,10.586,9.724,9.282,9.654,9.488,8.426,7.725,7.339,7.211,6.655,6.217,5.893,5.311,5.474,5.259,4.43,4.487,4.208,4.081,3.886,3.952,3.998,3.748,3.598,3.511,3.445,3.239,3.352,3.207,3.378,3.36,2.877,2.803,2.731
JAM,127.742,125.938,119.215,113.898,108.785,103.794,99.184,94.768,90.533,86.506,82.758,79.272,76.034,73.229,70.477,67.999,65.637,63.431,61.281,59.336,57.438,55.641,53.805,51.776,49.877,48.188,46.569,45.214,43.862,42.806,41.019,39.724,38.576,37.426,36.325,35.278,34.651,33.297,32.484,31.322,30.386,29.532,28.525,27.706,26.791,25.911,25.1,24.331,23.564,22.879,22.226,21.934,21.24,20.678,20.325,19.96,19.614,19.271,18.938,18.476,18.081,17.536,17.032,16.509,16.009,15.548,15.058,14.602,14.461,14.197,13.689,13.334
JEY,35.891,38.359,31.024,37.579,36.544,33.732,34.773,35.144,36.003,29.681,35.031,42.944,25.746,40.259,27.223,30.506,27.488,25.552,33.671,32.306,37.814,33.175,35.174,32.521,31.486,35.218,29.688,28.288,28.098,31.764,27.45,24.579,18.958,23.145,16.066,18.253,17.565,15.787,14.369,14.48,14.547,14.149,12.997,16.034,12.829,13.348,13.018,12.12,11.606,11.821,11.375,11.215,12.075,10.48,10.007,9.839,9.791,8.92,9.334,9.376,9.436,8.746,9.054,8.726,8.43,8.796,9.094,8.823,8.868,8.897,8.993,9.033
JOR,274.67,260.088,246.564,233.135,220.509,208.25,196.689,185.431,174.89,164.641,155.204,146.244,137.925,130.503,122.806,116.241,113.082,104.263,98.884,93.991,93.303,85.376,80.705,76.878,73.343,69.787,66.271,63.06,60.159,57.554,55.058,52.337,49.779,47.479,45.399,43.55,41.877,40.239,38.398,36.85,35.486,34.327,33.222,32.243,31.374,30.572,29.756,28.955,28.187,27.372,26.562,25.738,24.99,24.236,23.547,22.972,22.278,21.611,20.99,20.403,19.86,19.346,18.87,18.372,17.834,17.317,16.818,16.302,15.84,15.291,14.819,14.354
JPN,89.586,85.131,71.947,68.967,62.824,54.601,54.283,52.104,46.767,43.791,40.035,36.721,33.748,29.584,26.606,24.782,21.87,21.437,19.813,18.417,17.655,16.697,15.748,15.256,14.221,13.039,12.225,11.7,11.09,10.368,9.913,9.454,8.836,8.322,8.036,7.384,7.094,6.757,6.564,6.226,6.355,6.125,6.216,6.007,5.982,5.83,5.305,5.095,5.101,4.696,4.501,4.226,4.075,3.958,3.833,3.774,3.662,3.508,3.461,3.225,3.215,3.453,3.056,2.879,2.863,2.73,2.695,2.552,2.548,2.573,2.274,2.419
KAZ,129.523,128.352,126.02,123.699,121.394,119.118,116.87,114.646,112.443,110.253,108.068,105.897,103.742,101.605,99.491,97.4,95.326,93.301,91.337,89.437,87.62,85.882,83.728,81.68,79.845,78.231,76.8,75.484,74.128,72.524,70.573,68.416,66.173,63.907,61.652,59.538,57.508,55.548,53.822,52.532,51.831,51.678,52.048,52.693,53.051,52.835,51.736,50.005,47.71,45.157,42.527,39.924,37.477,35.214,33.097,31.024,28.957,26.832,24.666,22.509,20.443,18.331,16.355,14.562,13.062,11.881,11.048,10.554,10.302,10.16,10.033,9.908
KEN,304.073,301.972,297.699,281.605,266.331,252.268,238.958,226.976,216.014,206.004,196.949,188.807,181.644,175.637,170.588,166.617,163.365,160.086,157.003,153.911,150.62,147.235,143.526,139.696,135.724,131.586,127.275,122.97,118.418,114.226,110.409,106.82,103.617,100.748,98.503,96.897,95.978,95.985,96.965,98.773,101.246,104.131,107.004,109.184,110.373,110.561,109.605,107.881,105.499,101.936,98.317,94.042,89.787,85.267,80.981,76.164,72.048,67.998,63.267,59.206,56.616,54.486,53.007,51.203,49.398,47.853,46.239,45.002,43.759,42.752,41.938,41.131
KGZ,174.917,173.485,170.726,167.987,165.252,162.514,159.774,157.033,154.3,151.562,148.838,146.13,143.441,140.783,138.165,135.597,133.084,130.638,128.252,125.93,123.671,121.477,119.341,117.223,115.105,113.003,110.339,107.899,105.067,102.024,98.729,95.215,91.501,87.521,83.552,79.592,75.699,72.116,69.037,66.752,65.598,64.953,65.079,64.856,64.258,62.481,60.176,57.558,54.833,52.275,50.021,47.39,45.123,43.043,41.08,39.221,37.524,35.756,33.861,31.624,29.579,27.691,26.121,24.746,23.494,22.322,21.199,20.159,19.175,18.325,17.555,16.877
KHM,256.978,254.335,250.788,248.463,244.21,241.364,236.972,232.507,228.404,223.37,218.232,214.153,209.723,205.284,201.122,197.243,193.486,189.963,186.339,182.782,179.994,177.424,172.948,177.774,181.131,504.061,373.837,226.366,199.787,166.26,162.893,158.026,152.789,147.368,142.123,137.026,132.629,128.42,124.009,120.002,116.43,116.803,116.778,117.612,119.965,120.262,120.848,120.053,118.001,113.669,106.879,96.743,86.804,78.007,70.734,64.725,59.756,55.549,51.333,47.464,43.881,40.906,37.719,35.629,33.496,31.757,30.324,28.975,27.765,26.67,25.675,24.749
KIR,219.324,218.587,217.838,216.983,216.035,214.63,212.604,209.968,206.824,203.124,198.798,194.109,188.727,182.607,176.252,169.861,163.407,157,151.095,145.622,140.278,135.608,132.225,128.589,126.225,124.577,123.322,125.259,121.109,119.775,118.197,116.59,114.886,112.865,110.741,108.323,105.537,102.306,98.755,95.175,91.602,88.05,84.744,81.748,79.152,76.993,75.12,73.251,71.423,69.6,67.82,66.199,65.022,64.277,64.045,64.194,64.612,65.02,65.089,64.715,63.911,62.802,61.609,60.28,58.861,57.347,55.686,54.09,52.542,50.796,49.121,47.516
KNA,125.662,125.968,120.427,117.607,116.987,112.331,120.43,142.743,155.727,162.57,146.065,149.572,132.914,116.601,111.359,103.826,97.86,90.542,82.718,79.207,70.061,75.78,75.522,73.106,64.436,60.509,57.258,56.272,59.093,60.269,61.006,58.471,54.334,49.244,43.804,39.274,40.228,38.498,34.963,34.173,31.267,28.549,29.003,28.05,28.45,27.899,27.908,26.41,28.037,24.027,20.281,21.405,21.55,21.299,18.433,18.309,18.809,18.44,17.866,16.358,15.327,12.712,11.712,13.059,15.847,17.553,10.05,9.776,11.805,11.448,11.223,10.999
KOR,359.162,305.738,260.775,223.733,193.864,170.107,151.653,137.87,126.882,118.742,111.957,106.659,101.632,96.744,91.909,87.051,81.728,76.292,70.978,66.23,61.224,57.091,53.985,50.624,48.143,46.033,44.13,42.472,40.416,38.425,36.292,34.017,31.67,29.293,27.045,24.674,22.496,20.68,18.67,17.102,15.76,14.47,13.292,12.289,11.366,10.543,9.81,9.098,8.731,8.032,7.577,7.195,6.84,6.429,6.001,5.588,5.202,4.838,4.544,4.307,4.13,4.012,3.853,3.727,3.629,3.521,3.423,3.33,3.237,3.143,3.058,2.921
KWT,225.52,221.366,212.959,204.424,195.951,187.266,178.458,169.579,160.623,151.451,141.088,131.539,122.552,114.107,105.953,98.351,91.397,85.253,79.735,74.719,70.194,65.935,61.99,58.241,54.678,51.336,48.091,45.022,42.031,39.115,36.191,33.163,30.214,27.5,25.146,23.205,21.667,20.355,19.023,17.633,18.274,15.465,14.83,14.473,14.287,14.15,13.949,13.677,13.295,12.93,12.599,12.35,12.154,11.971,11.777,11.589,11.428,11.277,11.095,10.855,10.541,10.157,9.742,9.385,9.114,8.982,8.856,8.844,8.899,8.975,9.037,9.077
LAO,310.412,309.039,305.628,302.188,298.448,294.954,291.462,288.068,284.593,280.961,277.259,274.01,270.517,266.492,263.264,259.778,258.126,252.852,249.411,246.06,242.699,239.246,235.829,233.027,230.033,227.078,225.925,223.059,220.296,213.825,206.325,200.594,195.089,189.753,184.717,179.548,174.509,169.624,164.389,159.269,154.486,148.985,144.248,139.299,134.87,129.436,124.709,120.05,115.702,111.43,107.441,103.159,99.016,94.851,90.82,86.789,82.931,79.14,75.45,71.906,68.374,65.261,62,59.269,56.338,53.844,51.543,49.442,47.946,45.809,44.106,42.594
LBN,104.96,103.071,99.365,95.822,92.44,93.554,86.545,83.574,81.134,78.598,76.189,74.034,72.086,70.265,68.605,67.13,65.817,64.659,63.662,62.74,61.923,61.132,60.26,59.359,58.393,58.707,210.189,81.472,80.119,78.719,77.197,75.489,135.583,55.83,53.871,51.953,50.028,64.051,62.156,34.034,32.437,30.996,29.839,28.434,27.062,25.876,24.834,23.326,22.251,21.136,19.985,18.727,17.548,16.363,15.193,14.056,13.016,12.102,11.383,10.709,10.19,9.743,9.39,9.161,8.854,8.495,7.987,7.717,7.476,7.23,6.989,6.77
LBR,310.012,309.153,307.782,306.338,305.145,306.2,307.535,308.83,310.017,311.442,312.343,312.461,312.017,311.158,309.493,306.857,303.765,300.064,295.775,290.896,285.89,281.61,276.612,271.954,267.39,262.692,258.295,254.202,250.465,246.907,243.837,240.938,238.605,237.31,237.283,241.855,242.871,247.978,253.845,259.584,264.085,267.789,265.196,269.219,267.365,253.947,246.197,226.384,214.646,202.297,189.623,176.469,163.52,157.216,139.572,129.554,120.925,113.928,108.101,103.413,99.619,96.569,93.999,91.807,93.859,92.585,86.338,84.162,82.306,80.311,78.057,75.486
LBY,379.486,381.713,384.711,384.433,380.963,374.495,364.624,351.893,336.408,318.546,298.854,278.255,257.565,238.717,219.631,203.478,188.852,175.499,162.561,150.752,139.543,129.233,119.78,111.307,103.694,96.822,90.786,85.371,80.465,76.1,72.197,68.493,65.05,61.817,58.733,55.788,52.851,50.066,47.488,44.974,42.559,40.37,38.407,36.623,35.094,33.738,32.494,31.393,30.381,29.479,28.691,27.789,26.962,26.012,24.89,23.587,22.147,20.592,19.154,17.953,16.935,20.045,15.456,15.055,15.218,14.81,14.349,13.432,12.717,12.959,12.222,11.078
LCA,204.193,201.272,198.569,195.49,192.571,189.424,186.071,182.161,177.498,171.743,164.659,156.377,147.092,138.195,127.097,116.941,107.132,97.717,88.902,80.908,73.534,66.888,60.967,55.622,50.887,46.751,43.105,39.909,37.125,34.742,33.459,30.847,29.288,27.92,26.72,25.663,24.734,23.882,23.119,22.441,21.826,21.267,20.767,20.318,20.215,19.546,19.224,18.945,18.712,18.53,18.395,18.315,18.286,18.305,18.383,18.489,18.645,18.911,19.088,19.361,20.112,19.076,19.007,19.656,18.17,17.405,16.639,15.871,15.105,14.345,14.452,14.428
LIE,81.398,83.348,119.167,130.258,143.373,96.091,119.46,100.481,108.101,76.596,69.22,73.936,99.951,92.406,85.657,85.271,72.564,58.372,81.479,67.652,62.453,88.836,45.435,68.566,36.116,56.14,51.355,29.867,34.669,35.764,55.752,49.122,38.552,29.728,41.463,39.673,24.847,36.135,20.652,21.145,17.154,15.158,13.655,14.741,11.784,13.061,15.534,16.856,13.42,10.992,14.326,10.648,10.109,9.669,7.986,9.078,8.684,8.359,7.166,8.162,7.868,7.909,7.442,7.49,7.659,7.17,7.489,6.337,6.874,6.044,5.951,6.152
LKA,132.946,130.256,128.782,127.065,124.772,121.724,117.569,112.555,106.207,99.621,93.774,89.546,86.724,84.611,82.916,80.632,78.102,75.353,72.967,71.371,70.095,69.25,68.469,67.494,66.234,63.967,61.064,57.6,54.335,49.821,46.151,42.979,40.018,37.248,33.499,30.212,27.463,25.254,23.822,27.68,22.827,22.741,22.183,21.457,20.688,19.944,19.621,18.518,17.824,17.125,16.504,16.032,15.547,15.4,29.911,14.215,13.557,12.848,12.267,21.979,11.418,11.067,10.463,9.95,9.398,8.749,8.44,8.266,7.539,7.319,6.938,6.704
LSO,243.503,239.765,233.037,224.907,216.922,209.481,202.81,197.005,192.4,189.045,186.974,186.107,186.24,187.002,187.788,188.166,187.843,186.688,184.416,181.461,178.012,174.16,170.166,165.854,160.847,155.409,149.457,143.193,136.801,130.263,123.859,117.621,111.82,106.491,101.638,97.274,93.43,90.368,87.388,85.18,83.947,83.141,83.805,85.707,88.923,92.852,96.625,99.789,102.33,104.72,106.8,108.582,110.662,112.583,114.386,115.914,116.248,113.915,112.947,104.013,96.798,94.263,92.596,92.338,94.032,94.141,90.728,90.547,90.148,90.589,89.196,87.105
LTU,49.665,49.406,49.788,49.298,49.24,49.534,47.582,43.474,40.362,36.902,34.706,34.481,36.491,33.318,30.153,30.513,29.814,29.007,29.757,30.14,30.378,27.159,28.565,27.928,28.18,28.486,28.024,27.053,27.868,26.759,25.811,25.882,23.835,23.569,22.774,22.126,18.69,19.308,18.294,17.087,17.273,18.735,19.322,19.798,18.507,17.611,15.168,14.073,13.277,12.742,11.896,10.988,11.268,9.632,10.006,8.746,9.494,8.521,7.207,6.899,6.335,5.812,5.336,4.748,4.955,5.038,5.023,3.702,4.063,4.006,3.215,3.396
LUX,42.233,43.977,41.27,46.045,39.21,42.226,41.469,42.346,36.64,36.972,34.811,33.482,34.595,34.151,30.546,29.627,31.067,28.438,25.693,26.872,28.957,28.404,24.651,24.852,24.719,23.091,24.051,19.726,18.801,18.001,17.202,18.052,16.538,17.44,18.173,15.408,13.248,13.273,12.306,13.113,10.96,11.886,11.142,9.644,9.312,8.023,9.232,7.29,8.863,6.904,8.2,7.48,6.673,6.457,5.914,6.218,4.396,3.151,3.367,3.332,4.265,4.266,3.533,5.014,3.83,3.144,4.35,3.789,4.699,5.044,5.21,5.248
LVA,32.02,31.529,31.808,31.454,30.523,30.484,29.682,29.217,29.279,28.831,26.871,27.007,29.04,26.868,25.263,25.371,25.172,25.19,25.444,25.336,25.414,24.584,24.385,24.96,24.796,25.774,25.488,25.25,25.726,25.867,24.711,24.011,21.423,23.245,20.557,19.806,18.009,17.284,16.535,16.131,17.198,17.858,19.932,20.097,20.079,21.653,18.005,18.186,18.109,15.012,14.961,14.164,13.271,12.472,11.395,10.219,9.939,10.25,8.93,8.803,6.954,7.532,7.351,5.615,4.985,5.1,4.72,4.636,3.897,4.077,4.071,3.97
MAC,97.01,95.207,91.648,88.129,84.659,81.214,77.874,74.552,71.316,68.164,65.109,62.16,59.346,56.655,54.079,51.6,49.192,46.833,44.506,42.212,39.963,37.774,35.589,33.527,31.584,29.773,28.107,26.573,25.153,23.837,22.61,21.46,20.372,19.335,18.342,17.387,16.474,15.609,14.797,14.032,13.308,12.614,11.944,11.295,10.664,10.055,9.477,8.936,8.438,7.981,7.559,7.175,6.819,6.485,6.169,5.867,5.578,5.299,5.041,4.809,4.588,4.389,4.211,4.051,3.91,3.786,3.676,3.768,3.483,3.395,3.31,3.228
MAF,74.515,70.26,59.137,59.272,56.462,54.226,55.257,50.673,48.501,48.268,47.26,48.068,44.067,39.026,38.388,43.666,38.33,36.366,36.618,33.391,29.564,29.859,29.384,28.667,28.137,27.549,27.076,26.955,26.638,26.306,25.84,25.052,23.775,25.189,24.683,25.359,22.626,22.22,20.258,20.221,19.602,16.144,17.342,16.928,16.541,16.158,15.805,15.447,15.098,14.77,14.445,14.122,13.808,13.506,13.204,12.916,12.634,12.37,12.115,11.884,11.657,11.213,10.887,11.048,9.761,10.595,10.392,13.792,9.106,9.811,9.627,9.366
MCO,56.617,54.369,51.284,37.305,34.228,32.164,30.781,29.846,28.961,27.955,26.813,25.702,24.804,24.374,24.486,24.912,25.063,24.764,24.387,24.004,23.644,23.367,23.15,22.97,22.8,22.663,22.501,22.293,22.022,21.668,21.22,20.674,18.2,16.217,17.337,19.7,21.148,20.946,20.371,19.496,18.396,17.177,15.887,14.575,13.312,12.121,11.031,10.127,9.437,8.802,8.246,7.8,7.41,6.768,6.079,5.688,5.782,6.224,6.727,6.034,5.763,5.132,5.761,5.501,5.44,5.208,4.94,5.002,4.519,4.492,4.351,4.146
MDA,136.795,134.24,129.219,124.322,119.546,114.895,110.361,105.945,101.592,97.347,93.242,89.249,85.359,81.612,78.062,74.806,71.944,69.54,67.623,66.186,65.246,64.798,62.852,61.025,59.275,57.562,55.915,54.329,52.805,51.396,50.001,48.519,46.721,44.705,42.599,40.473,38.413,36.532,34.966,33.929,33.55,33.837,34.815,36.218,37.848,38.617,38.862,38.241,36.605,34.315,31.525,28.549,25.776,23.358,21.499,20.078,19.047,18.341,17.853,17.47,17.157,16.858,16.552,16.269,15.988,15.748,15.495,15.262,15.031,14.742,14.482,14.253
MDG,237.926,235.669,233.161,230.092,226.697,222.925,220.809,218.009,214.977,211.73,207.966,205.171,201.659,198.64,195.553,192.714,190.574,187.042,182.859,178.134,175.01,171.553,167.608,164.248,162.438,161.709,163.971,166.098,168.165,170.172,172.343,174.748,176.799,178.171,178.503,177.445,175.279,171.373,167.043,161.88,156.357,150.991,145.853,140.75,136.101,131.076,126.023,120.861,115.345,110.495,106.22,100.886,96.748,92.435,88.757,84.923,81.343,78.021,74.901,72.058,69.498,66.994,64.876,62.828,60.878,59.124,57.284,55.592,53.749,51.916,50.293,48.748
MDV,378.042,377.541,377.088,375.945,374.07,371.481,368.073,363.875,358.869,353.139,346.655,339.516,331.79,322.63,313.276,304.316,295.219,286.014,276.558,267.347,257.635,246.801,235.565,223.872,211.982,200.268,189.064,178.463,179.407,158.835,149.915,141.652,133.975,126.74,119.938,113.468,107.341,101.465,95.905,90.676,85.671,80.883,76.194,71.593,66.923,62.246,57.539,52.817,48.14,43.511,38.993,34.669,30.663,27.114,27.025,21.484,19.342,17.572,16.108,14.902,13.864,13.047,12.112,11.32,10.55,9.789,9.045,8.325,7.638,7.007,6.462,6.008
