iso,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
MLT,79.482,72.258,64.025,61.551,67.534,52.398,53.284,52.079,44.798,42.112,41.175,37.583,39.144,36.601,35.383,35.35,34.803,33.738,34.266,35.162,37.826,35.22,26.294,28.982,23.777,23.221,21.741,20.403,21.346,21.42,20.844,17.825,22.78,20.43,17.214,20.507,15.48,13.111,11.806,15.358,13.476,13.064,14.095,12.181,11.997,13.304,15.422,10.119,10.734,9.742,9.578,5.383,7.437,7.684,7.734,6.819,5.813,7.612,9.123,6.79,5.996,7.061,6.506,6.895,5.043,6.126,7.938,6.47,5.967,6.508,3.263,3.707
MMR,213.732,209.76,201.123,193.577,186.731,180.602,175.198,170.5,166.417,162.753,159.285,155.685,151.746,147.352,142.27,136.859,131.342,126.211,121.795,119.624,117.809,115.853,113.821,111.77,109.734,107.778,105.687,103.697,101.952,99.903,98.002,96.165,94.469,92.844,91.339,89.891,88.437,86.971,85.536,83.924,82.337,80.772,79.05,77.305,75.599,73.991,72.23,70.618,69.01,67.435,65.892,64.336,62.753,61.121,59.486,57.766,56,54.208,62.778,50.474,48.656,46.89,45.16,43.523,42.014,40.718,39.362,38.102,36.85,35.74,34.6,33.685
MNE,88.779,91.136,82.714,82.649,79.218,78.985,76.064,72.499,67.308,66.774,63.522,59.872,59.662,55.375,54.384,49.883,46.458,45.743,43.532,42.829,41.257,39.585,35.962,34.512,32.616,31.291,28.874,28.724,27.423,26.278,25.077,25.504,23.804,23.845,22.911,18.486,21.006,16.9,15.867,14.551,14.953,12.259,14.499,13.227,14.026,12.626,12.985,13.065,13.608,13.877,11.292,14.013,11.477,10.913,8.412,8.193,9.708,7.521,6.571,5.64,5.74,4.376,4.371,4.597,4.475,2.649,3.7,2.254,2.008,2.506,2.169,0.844
MNG,192.059,192.581,193.151,192.599,190.922,188.116,184.199,181.269,173.353,166.699,159.612,152.437,145.59,139.436,134.215,129.905,126.735,123.302,120.405,117.673,115.123,112.802,110.86,109.386,108.354,107.719,107.423,107.344,107.317,107.186,106.947,106.445,105.692,102.371,99.047,95.567,91.98,88.364,84.81,81.439,78.371,75.372,72.596,69.977,67.428,64.778,62.198,58.975,55.772,52.426,49.043,45.562,42.121,38.912,35.749,32.87,30.213,27.753,25.602,23.611,21.733,20.223,18.96,17.928,17.067,16.297,15.551,14.839,14.153,13.579,13.016,12.499
MNP,45.439,44.555,43.561,42.613,41.454,40.263,39.149,38.077,36.888,35.68,34.536,33.312,32.167,31.043,30.013,29.166,28.031,26.858,25.755,24.655,23.575,22.719,21.901,20.984,19.768,18.286,17.019,15.974,15.172,14.53,14.059,13.509,12.716,11.654,10.494,9.581,8.86,8.374,8.103,7.999,7.895,7.432,6.863,6.434,6.188,6.061,6.109,6.265,6.377,6.109,5.441,4.93,4.824,4.926,5.346,5.265,5.388,5.41,5.463,5.569,5.719,6.016,6.393,6.736,7.024,7.285,7.395,7.144,6.954,6.449,6.062,5.653
MOZ,204.399,202.983,200.15,197.312,194.469,191.627,188.848,186.019,183.32,180.788,178.513,176.59,175.101,174.081,174.02,173.808,173.87,174.024,174.15,174.164,174.002,174.285,173.527,173.148,172.647,171.617,171.206,171.036,170.691,170.763,170.766,181.38,180.64,179.608,178.166,176.564,164.762,162.963,161.286,159.568,158.02,156.204,153.997,151.267,147.914,143.795,138.892,133.405,127.575,121.49,115.853,110.023,105.001,100.485,96.328,92.578,88.997,84.523,80.837,77.346,75.772,72.945,70.211,67.66,65.186,62.292,59.889,58.304,56.741,55.013,53.393,52.013
MRT,157.137,154.967,152.833,150.727,148.426,146.051,143.638,141.105,138.372,135.741,132.963,130.061,127.259,124.473,121.699,118.909,116.09,113.276,110.597,108.431,106.985,106.218,105.751,105.426,104.912,103.986,102.57,100.697,98.497,96.206,93.989,91.79,89.56,87.168,84.572,81.784,79.146,76.534,74.206,72.556,71.024,70.099,69.477,69.1,68.895,68.871,69.061,68.906,68.816,68.678,68.473,68.221,68.039,67.663,67.017,66.308,65.219,64.077,62.734,61.313,59.845,58.456,57.2,55.763,54.358,53.006,51.679,50.349,49.099,47.779,46.515,45.271
MSR,130.508,126.88,120.096,113.992,107.601,102.669,98.536,95.667,92.87,85.338,86.538,75.602,60.768,53.042,48.1,47.688,46.973,43.482,41.012,37.586,30.714,31.224,32.402,31.393,30.54,30.227,30.121,29.888,29.21,27.851,25.816,24.062,23.348,22.629,20.322,16.595,15.982,15.925,15.667,19.966,15.819,16.258,14.722,12.534,13.965,12.697,14.999,22.201,10.96,8.496,16.66,17.595,15.891,9.316,7.796,19.702,16.953,16.644,8.159,15.995,15.697,15.183,14.612,14.091,13.585,13.103,12.661,12.239,11.809,11.431,11.048,10.699
MTQ,67.232,63.953,61.339,58.361,54.432,51.629,52.264,51.846,51.92,50.197,48.23,45.391,43.392,39.936,38.339,35.746,34.268,33.206,31.872,29.84,28.978,27.246,26.083,24.977,23.992,23.307,21.963,20.851,19.741,18.711,17.677,16.935,16.141,15.373,14.62,13.817,13.175,12.733,12.247,11.721,10.822,10.592,10.201,9.845,9.547,9.338,9.109,8.89,8.61,8.27,7.875,7.223,7.113,6.975,6.87,6.553,6.771,7.432,7.536,7.574,7.301,7.072,6.646,6.345,6.586,7.147,7.195,7.067,7.233,7.474,7.861,8.801
MUS,84.629,92.916,103.428,106.409,97.712,86.802,81.208,80.25,80.392,79.414,77.209,73.296,69.128,65.572,63.486,64.005,68.062,72.834,72.507,65.805,59.685,59.224,62.063,62.071,56.437,49.221,43.622,39.937,37.378,35.325,33.117,30.422,27.683,25.581,24.361,23.815,23.723,23.563,22.666,20.967,19.245,18.152,17.719,17.776,18.181,18.654,18.994,18.922,18.284,17.12,15.842,14.78,14.044,13.587,13.367,13.265,13.116,12.91,12.65,12.411,12.311,12.448,12.69,12.848,12.535,12.311,12.333,12.621,13.066,13.55,13.986,14.372
MWI,206.068,205.761,204.889,203.93,202.883,201.751,200.537,199.251,197.906,196.533,195.165,193.83,192.641,191.824,191.134,190.651,190.115,189.421,188.615,187.737,186.242,183.802,180.566,176.845,172.866,168.634,164.293,159.739,154.883,149.778,145.69,142.11,140.07,139.993,141.604,143.722,145.198,145.537,144.625,142.59,139.867,136.543,132.413,128.939,125.428,122.416,119.989,117.62,114.633,110.743,105.164,98.128,90.879,83.072,76.703,71.67,68.226,65.813,62.779,59.909,56.929,53.126,48.961,44.606,40.986,38.465,35.878,33.703,31.692,30.117,28.7,27.544
MYS,116.605,111.024,105.671,100.683,95.919,91.455,87.216,83.011,78.742,74.397,70.124,65.993,62.16,58.659,55.617,52.911,50.6,48.691,46.913,45.29,43.744,41.98,40.124,38.126,36.063,34.042,32.077,30.195,28.398,26.652,24.992,23.41,21.945,20.594,19.328,18.2,17.19,16.283,15.499,14.753,14.081,13.437,12.839,12.306,11.792,11.393,11.064,10.566,10.022,9.395,8.712,8.077,7.591,7.293,7.129,7.011,6.949,6.943,6.913,6.908,6.877,6.833,6.796,6.8,6.826,6.876,6.957,7.075,7.207,7.32,7.365,7.333
MYT,155.636,152.065,144.982,138.063,131.317,124.749,118.371,112.188,106.144,100.326,94.758,89.435,84.32,79.491,74.867,70.544,66.539,62.77,59.217,55.859,52.683,49.68,46.849,44.18,41.659,39.275,37.022,34.898,32.897,31.008,29.222,27.536,25.948,24.451,23.039,21.707,20.451,19.266,18.149,17.096,16.101,15.163,14.28,13.45,12.666,11.927,11.23,10.574,9.957,9.376,8.827,8.31,7.823,7.365,6.933,6.523,6.129,5.751,5.393,5.058,4.76,4.513,4.327,4.202,4.132,4.107,4.109,4.12,4.123,4.106,4.066,4.013
NAM,141.718,140.343,137.551,134.692,131.762,128.761,125.69,122.555,119.364,116.14,112.91,109.705,106.563,103.515,100.584,97.775,95.1,92.543,90.08,87.698,85.376,83.091,80.821,78.584,76.347,74.208,72.249,70.508,68.979,67.609,66.301,64.911,63.34,61.534,59.494,57.279,54.995,52.801,51.036,49.201,47.958,47.046,46.381,46.148,46.442,47.17,48.06,48.916,49.501,49.811,49.777,49.675,49.131,48.968,48.935,46.812,43.893,41.242,38.107,36.186,34.262,34.574,35.033,34.22,33.506,33.393,32.515,31.569,31.009,29.777,28.655,27.663
NCL,125.449,123.271,118.664,114.294,110.061,106,101.949,98.101,94.402,90.861,87.366,84.061,80.89,77.825,74.831,71.968,69.238,66.619,64.096,61.667,59.321,57.049,54.948,52.736,50.686,48.704,46.787,44.936,43.148,41.425,39.766,38.27,36.63,35.153,33.736,32.381,31.09,29.869,28.717,27.674,26.598,25.627,24.71,23.84,23.012,22.224,21.475,20.761,20.082,19.436,18.821,18.236,17.684,17.194,16.66,16.181,15.719,15.27,14.832,14.406,13.991,13.591,13.212,12.853,12.517,12.203,11.913,11.641,11.383,11.137,10.901,10.674
NER,130.207,130.328,130.414,130.467,130.488,130.477,130.436,130.369,130.28,130.179,130.076,129.984,129.913,129.874,129.868,129.897,129.957,130.037,131.381,132.677,134.221,136.753,136.73,137.571,137.95,137.608,136.719,135.385,133.807,132.462,131.623,131.431,132.037,133.235,134.795,136.094,137.029,137.3,136.885,135.847,134.235,132.096,129.165,125.806,121.909,117.501,113.193,109.218,105.716,102.441,99.246,95.87,92.181,88.156,84.039,79.975,75.993,72.152,68.527,65.044,61.759,58.802,56.32,54.061,52.113,50.359,48.737,47.261,45.89,44.512,43.276,42.159
NGA,183.976,183.214,181.626,180.427,179.045,177.871,176.897,176.031,175.133,173.797,172.394,171.013,169.589,167.182,165.943,165.017,164.247,165.793,163.638,162.638,160.722,156.863,152.97,148.968,144.915,140.996,137.241,133.776,130.736,128.074,126.131,124.414,123.533,123.103,123.171,123.45,123.871,124.284,124.571,124.625,124.521,124.432,123.873,123.367,122.63,121.645,120.285,118.429,116.168,113.737,110.917,108.124,105.199,102.31,99.479,96.63,94.013,91.685,89.635,87.844,86.371,85.088,84.02,83.136,82.364,81.557,80.559,79.382,77.941,76.276,74.658,73.037
NIC,172.35,171.268,167.307,163.979,160.681,157.416,154.184,150.987,147.825,144.696,142.96,138.539,135.507,132.504,129.531,126.574,123.616,120.719,117.727,114.84,112.046,109.501,114.041,105.026,103.157,101.443,99.839,98.089,98.281,96.159,91.833,89.203,86.388,83.235,79.959,76.455,72.74,68.937,65.148,61.096,57.205,53.426,49.947,46.649,43.49,40.648,38.541,36.467,37.092,32.81,31.124,29.6,28.175,26.873,25.68,24.552,23.493,22.647,21.603,20.699,19.994,19.114,18.354,17.669,16.938,16.292,15.666,15.105,14.538,14.028,13.54,13.058
NIU,95.142,93.36,91.392,89.262,87.148,84.912,82.607,80.273,77.824,75.213,72.526,69.813,67.1,64.298,61.502,58.694,55.876,53.06,50.291,47.559,44.87,42.195,39.531,37.045,34.542,32.141,29.821,27.705,25.875,24.333,23.044,22.014,21.241,20.714,20.372,20.203,20.18,20.269,20.411,20.6,20.855,21.115,21.46,21.89,22.407,23.029,23.694,24.379,25.052,27.09,26.434,27.047,27.727,28.417,31.15,29.103,29.047,28.811,28.395,27.96,27.402,26.76,26.049,25.294,24.63,23.904,23.251,22.635,21.951,21.293,20.68,20.112
NLD,24.84,25.226,23.127,22.295,21.611,20.838,19.348,17.843,17.845,17.34,16.886,16.756,16.4,15.335,14.395,13.897,14.11,13.018,13.129,13.089,12.004,11.417,10.999,10.673,10.769,9.976,10.372,9.064,9.181,8.393,8.736,8.151,8.122,8.368,8.36,8.097,7.823,7.591,6.811,6.857,7.208,6.476,6.22,6.262,5.6,5.359,5.712,4.999,5.286,5.188,5.151,5.265,4.976,4.723,4.317,4.833,4.411,4.021,3.813,3.835,3.773,3.56,3.646,3.715,3.637,3.248,3.46,3.545,3.424,3.641,3.575,3.51
NOR,25.309,23.259,23.053,20.131,19.81,19.239,19.868,18.979,18.681,17.698,17.676,17.245,16.917,16.133,16.292,15.973,13.492,13.904,13.067,13.095,12.017,12.313,11.186,11.005,9.827,10.18,9.622,8.568,8.424,8.249,8.031,7.469,8.083,7.818,8.328,8.518,7.851,8.504,8.214,7.939,6.901,6.165,5.712,5.017,5.204,4.031,4.065,4.051,3.937,3.936,3.771,3.827,3.426,3.398,3.225,3.057,3.19,3.061,2.729,3.12,2.756,2.317,2.474,2.444,2.415,2.338,2.141,2.236,2.294,2.063,1.703,1.968
NPL,226.689,225.97,225.389,225.04,224.585,223.954,223.156,222.198,221.095,219.395,217.098,214.377,211.182,207.476,203.121,198.739,194.228,189.732,185.531,181.124,177.077,172.867,169.106,165.533,161.875,158.225,154.592,150.861,147.006,142.923,138.959,135.38,130.89,126.761,122.676,118.574,114.344,110.199,105.71,101.049,96.512,92.057,87.575,83.813,79.372,75.628,72.107,68.303,65.19,61.766,58.65,55.766,53.188,50.49,48.101,45.972,44.142,42.163,40.1,38.326,36.665,35.149,33.718,32.155,30.606,29.618,27.722,26.554,25.501,24.548,23.794,22.84
NRU,64.243,62.927,61.55,60.202,58.786,57.42,56.109,54.88,53.628,52.394,51.185,50.008,48.864,47.727,46.532,44.974,45.314,43.701,42.411,40.896,39.387,37.928,36.53,35.078,33.594,32.067,30.502,29.041,27.622,26.747,25.882,25.038,24.235,23.438,22.766,22.223,21.752,21.423,20.58,19.958,19.439,19.144,18.843,19.228,19.785,20.579,21.548,22.648,23.608,24.621,25.704,26.596,27.258,27.773,28.333,28.465,28.463,28.284,27.643,27.231,26.11,24.871,23.758,22.321,20.892,19.803,18.802,17.824,17.037,16.348,15.765,15.306
NZL,27.739,27.547,28.881,25.616,24.389,24.847,23.327,24.527,23.738,24.107,22.713,23.326,20.566,19.597,18.779,19.031,17.559,18.091,18.875,17,16.626,16.922,15.674,15.863,15.365,15.712,13.797,14.177,13.298,12.616,12.724,11.455,11.756,12.539,11.708,10.854,11.289,10.216,10.96,10.369,8.507,8.063,7.113,7.161,6.918,6.564,7.089,6.587,5.282,5.672,6.143,5.34,5.392,4.952,5.611,5.224,5.155,5.053,4.612,4.81,5.039,4.563,4.169,4.291,4.736,4.45,3.876,3.638,3.951,3.847,3.754,3.954
OMN,277.045,274.254,270.421,266.436,263.171,259.604,256.19,252.09,247.969,243.904,234.013,224.993,216.114,207.866,199.761,191.853,184.063,176.483,168.904,161.266,154.078,146.784,139.213,131.986,124.764,117.521,110.252,103.37,95.77,88.641,81.622,74.862,68.234,62.102,56.346,51.103,46.38,42.142,38.35,34.99,31.911,29.09,26.511,24.198,22.135,20.307,18.718,17.333,16.083,14.973,13.98,13.121,12.41,11.848,11.308,10.931,10.636,10.555,10.257,10.127,10.038,9.919,9.782,9.684,9.617,9.575,9.558,9.548,9.531,9.506,9.431,9.346
PAK,263.36,252.9,243.278,234.144,225.598,217.355,209.606,202.186,195.215,188.727,182.56,176.655,171.161,165.978,161.219,157.534,153.178,149.906,147.02,144.512,142.125,145.511,137.899,136.044,134.288,132.49,130.964,129.561,128.085,126.55,125.105,123.612,122.078,120.484,118.783,117.008,115.154,113.281,111.496,109.645,107.767,105.854,103.918,101.713,99.528,97.228,94.741,92.314,89.938,87.522,85.303,83.308,81.469,79.847,78.364,77.89,75.732,74.45,73.104,71.82,70.461,68.8,67.142,65.505,63.797,62.107,60.428,58.762,57.119,55.476,53.88,52.3
PAN,90.417,89.225,86.836,84.44,82.035,79.623,77.177,74.709,72.25,69.853,67.482,65.152,62.88,60.676,58.548,56.492,54.64,52.589,50.72,48.9,47.404,45.376,43.673,42.069,40.466,39.036,37.798,36.778,36.071,35.361,34.88,34.453,33.999,33.462,32.817,32.051,31.216,30.336,29.537,29.187,27.926,27.328,26.631,25.928,25.306,24.711,24.127,23.564,23.019,22.48,21.943,21.396,20.857,20.276,19.753,19.146,18.627,18.091,17.703,17.201,16.86,16.461,16.131,15.767,15.437,15.053,14.699,14.342,13.991,13.66,13.443,13.041
PER,157.015,156.343,154.959,153.32,151.416,149.251,146.831,144.17,141.306,138.29,135.227,132.167,129.563,126.459,123.866,121.421,118.893,116.245,113.368,110.314,115.702,104.145,100.91,98.224,95.772,93.555,91.556,89.6,87.515,85.292,82.953,80.466,78.057,75.348,72.744,70.22,67.705,65.083,62.277,59.367,56.434,53.73,50.433,47.459,44.524,41.688,38.997,36.47,34.083,31.657,28.945,26.921,25.108,23.463,21.996,20.677,19.482,18.428,17.399,16.511,15.725,14.945,14.296,13.681,13.102,12.563,12.058,11.641,11.124,10.726,10.324,9.98
PHL,103.441,101.838,98.21,94.533,91.13,87.808,84.51,81.362,78.596,76.067,73.788,71.788,70.155,68.587,67.547,66.233,65.036,63.975,63.017,62.152,61.872,61.14,61.256,61.281,61.227,61.163,61.132,60.468,60.163,59.652,59.063,58.574,57.797,56.957,56.152,54.725,53.275,51.17,48.933,46.62,44.402,42.455,39.988,38.157,36.613,35.419,34.033,33.01,32.179,31.468,30.848,30.228,29.676,29.12,28.668,28.088,27.737,27.246,26.92,26.622,26.289,26.084,25.774,25.666,25.052,24.719,24.318,23.883,23.375,22.842,22.152,21.478
PLW,90.976,90.78,90.374,89.935,89.464,88.967,88.434,87.864,87.253,86.618,85.951,85.248,84.525,83.766,82.991,82.199,79.558,76.943,74.292,71.412,68.436,65.378,62.163,58.879,55.505,52.202,49.266,46.577,44.148,42.036,40.2,38.578,37.207,36.013,35.032,34.206,33.453,32.814,32.307,31.806,31.34,30.847,30.319,29.714,29.098,28.435,27.777,27.138,26.53,25.962,25.458,24.987,24.55,24.141,23.716,23.297,22.876,22.403,21.893,21.345,20.809,20.254,19.673,19.089,18.497,17.909,17.332,16.794,16.265,15.772,15.254,14.712
PNG,169.735,170.278,161.497,157.509,153.647,149.885,146.18,142.49,138.866,135.308,131.708,128.203,125.212,121.391,118.099,114.824,111.608,108.482,105.436,102.429,99.521,96.787,94.023,91.414,88.968,86.595,84.355,82.224,80.212,78.31,76.47,74.755,73.14,71.761,70.213,68.89,67.659,66.454,65.327,64.144,63.026,62.053,60.934,59.956,58.983,58.064,57.22,56.422,56.663,54.747,53.911,53.134,52.389,51.467,50.582,49.686,48.767,47.898,46.829,45.871,44.88,43.886,42.95,41.966,41,40.017,38.995,38.001,36.985,35.903,34.904,33.907
POL,104.075,101.667,94.483,89.37,86.007,86.951,74.15,79.334,71.032,70.707,55.251,52.849,53.35,48.11,46.344,40.814,37.979,37.281,33.118,34.23,38.194,34.589,32.278,29.954,27.939,29.112,28.165,28.346,27.14,25.747,25.45,24.57,24.729,23.307,22.559,21.35,20.6,20.807,20.261,19.69,19.059,18.041,17.026,15.826,14.826,12.976,12.131,9.937,9.373,8.693,8.016,7.461,7.298,6.922,6.73,6.346,5.929,5.851,5.577,5.334,4.855,4.589,4.638,4.553,4.342,4.037,4.138,4.112,3.847,3.786,3.628,3.476
PRI,75.077,70.65,66.745,62.491,57.817,53.484,51.009,48.833,46.643,44.592,43.005,41.603,41.455,40.716,39.627,38.004,36.115,33.848,32.316,31.069,30.577,29.701,28.901,27.826,26.977,26.055,25.173,24.502,24.101,23.543,22.806,22.184,21.238,20.491,19.641,20.581,18.355,18.161,17.884,17.603,17.261,16.864,16.436,15.159,14.196,13.375,12.53,11.987,11.355,10.885,10.221,9.685,8.982,8.59,8.264,7.941,7.613,7.448,7.133,7.029,7.156,6.996,6.969,7.04,7.27,6.796,6.734,8.09,7.393,8.476,10.955,6.722
PRK,242.158,211.494,147.328,124.94,102.578,94.355,87.695,82.724,79.303,77.129,75.835,74.919,73.876,72.273,69.929,66.789,63.03,59.097,55.365,51.999,49.073,46.581,44.384,42.346,40.455,38.687,37.048,35.562,34.232,33.042,31.919,30.771,29.582,28.395,27.299,26.479,26.167,26.704,27.637,29.48,32.107,35.529,34.567,33.679,32.814,64.388,63.192,62.252,61.583,60.87,60.072,59.153,58.03,26.899,26.24,25.628,25.238,25.243,24.686,24.087,23.065,21.75,20.34,18.984,17.804,16.831,16.203,15.251,14.64,13.925,13.32,12.736
PRT,97.839,92.279,95.193,92.931,84.54,92.083,86.65,90.378,84.38,89.491,81.639,91.759,79.189,72.12,70.509,64.13,64.289,59.542,60.499,57.078,60.526,55.039,39.925,43.743,37.758,39.631,33.771,29.787,28.14,25.361,24.431,21.796,19.842,18.748,16.631,16.991,15.772,14,13.172,12.078,10.895,10.924,9.175,8.609,7.799,7.381,6.94,6.51,6.089,5.763,5.746,4.918,5.119,4.072,3.785,3.505,3.247,3.413,3.296,3.561,2.584,3.022,3.271,2.815,2.877,2.974,3.242,2.608,3.312,2.813,2.367,2.672
PRY,75.311,75.32,75.246,74.969,74.489,73.807,72.932,71.886,70.689,69.389,68.033,66.68,65.394,64.225,63.199,62.346,61.575,60.902,60.252,59.598,58.889,58.433,57.87,57.271,56.525,55.687,54.774,53.768,52.664,51.477,50.194,48.822,47.383,46.134,44.464,43.024,41.607,40.225,38.883,37.61,36.323,35.119,33.974,32.904,31.911,31.034,30.236,29.533,28.961,28.24,27.643,27.05,26.454,25.87,25.273,24.701,24.1,23.517,22.909,22.289,21.689,21.051,20.429,19.82,19.218,18.636,18.09,17.529,16.908,16.423,15.879,15.459
PSE,142.251,141.703,140.511,139.121,137.537,135.766,133.81,131.684,129.393,126.943,124.348,121.42,118.378,115.057,111.724,108.21,104.695,101.149,97.661,94.085,90.638,87.256,83.98,80.813,77.796,74.764,71.598,68.544,65.598,62.355,59.18,56.226,53.416,50.469,47.873,45.608,43.568,41.303,39.232,37.427,35.848,34.675,33.34,32.055,30.722,29.575,28.562,27.613,26.77,26.007,25.321,24.572,24.063,23.168,22.413,21.691,20.994,20.333,19.891,19.333,18.644,18.116,17.633,17.204,17.609,16.373,15.937,15.445,14.969,14.602,14.091,13.848
PYF,110.215,106.96,100.923,94.952,89.894,85.277,81.343,78.161,75.509,73.215,71.409,69.968,68.745,67.617,66.498,65.334,64.054,62.736,61.508,60.343,59.22,58.12,57.008,55.838,54.565,52.908,50.843,48.502,45.952,43.171,39.478,35.997,32.641,29.072,25.899,23.193,20.842,19.365,18.19,17.457,17.005,16.627,16.073,15.311,14.346,13.188,11.983,10.852,9.963,9.191,8.82,8.668,8.634,8.635,8.63,8.581,8.466,8.272,7.995,7.674,7.356,7.029,6.765,6.563,6.419,6.317,6.226,6.138,6.028,5.889,5.723,5.54
QAT,124.043,122.26,118.694,115.138,111.592,107.999,104.411,100.825,97.226,93.583,89.864,86.036,82.078,77.982,73.723,69.51,65.39,61.421,57.679,54.209,51.03,48.129,45.442,42.915,40.527,38.277,36.239,34.425,32.718,31.196,29.803,28.495,27.254,26.045,24.839,23.632,22.414,21.196,19.986,18.78,17.601,16.492,15.458,14.534,13.73,13.046,12.465,11.958,11.506,11.092,10.684,10.293,9.918,9.568,9.242,8.946,8.675,8.436,8.221,8.025,7.842,7.658,7.459,7.231,6.968,6.659,6.319,5.96,5.595,5.239,4.9,4.581
REU,160.395,149.263,139.876,126.844,116.285,108.162,108.506,109.609,112.648,105.879,96.162,88.567,85.114,80.6,75.433,73.993,66.92,61.934,56.205,52.761,51.036,47.534,44.233,41.418,36.46,34.231,31.753,29.352,26.936,24.539,20.815,18.847,17.618,16.33,15.547,14.362,13.651,13.159,12.448,11.844,11.133,10.637,10.129,9.752,9.195,8.75,8.285,7.872,7.452,6.895,6.65,6.386,6.236,5.96,6.193,5.939,6.104,6.239,6.637,6.59,6.465,6.377,6.468,6.251,5.878,5.611,5.413,5.354,5.614,6.058,5.995,5.933
ROU,78.467,78.317,77.414,77.89,76.647,79.49,78.135,78.987,67.919,77.087,64.403,63.258,62.426,56.005,51.472,48.522,42.977,51.454,53.176,51.87,47.78,44.591,41.961,41.647,39.085,38.042,36.099,35.911,34.485,34.502,33.813,32.173,30.797,28.556,29.519,31.002,28.97,32.881,31.808,33.894,29.441,24.509,25.844,24.864,25.33,23.585,24.218,23.795,21.647,19.594,18.966,18.491,17.682,17.477,17.464,16.012,14.519,12.546,11.839,11.06,10.28,9.367,9.646,8.975,8.554,7.865,7.113,7.615,6.472,5.808,5.555,5.419
RUS,80.842,78.919,69.249,63.048,60.49,53.502,40.473,41.91,37.597,38.357,35.866,34.761,35.112,33.854,32.261,32.826,32.542,33.124,33.204,34.141,33.403,32.943,33.333,33.225,33.497,34.569,35.364,35.35,35.408,35.707,34.772,33.232,31.35,29.779,29.094,26.839,23.429,22.761,21.783,20.408,19.759,19.178,19.183,21.337,21.637,20.623,18.941,17.907,16.959,17.044,15.916,15.072,14.321,13.015,12.085,11.236,10.394,9.618,8.733,8.175,7.873,7.444,8.143,7.561,6.825,6.01,5.416,4.622,4.149,4.076,3.862,3.865
RWA,147.198,146.699,145.695,144.684,143.663,142.635,141.599,138.065,134.48,131.132,128.098,125.755,124.108,124.92,122.599,122.579,123.064,123.89,125.268,126.916,128.444,129.946,131.754,134.34,137.426,140.319,142.273,142.281,139.569,134.214,127.021,118.863,111.295,105.494,101.242,97.927,95.21,92.981,91.331,91.177,93.2,97.729,104.75,113.206,178.523,129.413,129.819,129.055,124.383,118.296,110.636,101.695,92.749,84.222,76.258,68.972,62.597,57.214,52.439,48.417,44.931,41.697,39.401,37.555,36.091,34.754,33.72,32.746,31.983,31.024,30.106,28.988
SAU,196.352,194.687,191.358,188.044,184.747,181.467,178.207,174.963,171.732,168.51,165.287,162.044,158.754,155.374,151.88,148.081,143.964,139.451,134.536,129.241,123.629,117.768,111.807,105.582,99.572,94.125,88.641,83.528,78.732,74.072,69.581,65.392,61.429,57.63,54.018,50.603,47.306,44.126,41.119,38.281,35.583,33.131,30.853,28.778,26.896,25.161,23.571,22.116,20.797,19.599,18.493,17.454,16.506,15.614,14.775,14.002,13.202,12.464,11.76,11.156,10.457,9.841,9.272,8.75,8.232,7.77,7.322,6.907,6.583,6.269,5.965,5.744
SDN,123.674,122.488,120.18,117.975,116.257,114.536,113.375,112.073,111.596,109.941,108.337,106.869,105.421,105.246,102.627,102.666,102.827,101.783,100.928,101.388,100.705,99.65,97.799,94.486,94.008,93.497,92.976,92.385,91.782,91.153,90.5,89.905,89.286,113.077,114.121,112.753,90.505,102.944,118.522,91.528,89.959,88.432,94.758,93.004,76.972,82.265,80.469,78.752,83.133,70.441,67.389,65.29,63.26,63.146,63.689,62.212,57.483,55.329,54.484,51.962,50.738,49.595,48.506,47.476,46.386,45.28,44.199,43.069,41.984,40.992,39.911,38.786
SEN,148.589,146.445,144.37,142.28,140.293,138.398,136.684,135.294,134.292,133.657,133.349,133.302,133.423,133.679,133.897,134.043,133.878,133.488,132.859,131.997,130.682,128.878,126.603,123.97,120.965,117.515,113.676,109.73,105.855,102.327,99.32,96.723,94.408,92.07,89.519,86.656,83.122,79.84,76.807,74.536,72.918,72.119,71.923,72.141,72.528,73.038,73.434,73.179,72.616,71.411,69.228,66.386,63.066,59.481,55.93,52.712,49.506,46.751,44.281,42.058,40.034,38.171,36.415,34.708,33.064,31.459,29.906,28.493,27.243,26.13,25.165,24.355
SGP,94.561,87.002,78.912,70.343,61.765,54.199,48.693,45.213,42.481,39.52,36.383,33.554,31.269,29.559,28.387,27.462,26.42,25.108,23.772,22.618,21.592,20.571,19.401,17.861,15.915,14.053,12.871,12.467,12.441,12.398,12.155,11.628,10.87,10.094,9.464,8.954,8.515,8.072,7.563,6.963,6.315,5.691,5.133,4.675,4.329,4.074,3.883,3.72,3.545,3.326,3.083,2.845,2.641,2.497,2.352,2.267,2.217,2.192,2.183,2.179,2.171,2.154,2.127,2.103,2.093,2.088,2.066,2.01,1.918,1.79,1.646,1.487
